1,2018-01-28 04:14:11,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
2,2018-01-28 05:14:11,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
3,2018-01-28 06:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
4,2018-01-28 07:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
5,2018-01-28 08:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
6,2018-01-28 09:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
7,2018-01-28 10:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
8,2018-01-28 11:14:12,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
9,2018-01-28 12:14:13,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
10,2018-01-28 13:14:13,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
11,2018-01-28 14:14:13,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
12,2018-01-28 15:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
13,2018-01-28 16:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
14,2018-01-28 17:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
15,2018-01-28 18:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
16,2018-01-28 19:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
17,2018-01-28 20:14:14,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
18,2018-01-28 21:14:15,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
19,2018-01-28 22:14:15,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
20,2018-01-28 23:14:15,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
21,2018-01-29 00:14:16,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
22,2018-01-29 01:14:16,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
23,2018-01-29 02:14:16,fl0ckfl0ck.info.,116.67.83.27,8.8.8.8
